Plate,Well,Sample,Day,Temp,Symbiont,Pot,Replicate,Box,Number,Primer,Info,ALL.number,ul.DNA,BACKUP.NUMBER
1,G09,D1_30C_1A_D3,3,30,D1,1,A,B,4,D1,D1,,4,
1,G10,D1_31C_2A_D3,3,31,D1,2,A,B,17,D1,D1,,4,
1,G11,G3_30C_1A_D3,3,30,G3,1,A,B,10,G3,G3,,4,
1,G12,G3_31C_2A_D3,3,31,G3,2,A,B,23,G3,G3,,4,
1,H01,C1B_3,,,C1,,,,,C1,CopyNumber,,4,
1,H02,C1_NTC,,,C1,,,,,C1,NTC,,4,
1,H03,D1B_3,,,D1,,,,,D1,CopyNumber,,4,
1,H04,D1_NTC,,,D1,,,,,D1,NTC,,4,
1,H05,F1B_3,,,F1,,,,,F1,CopyNumber,,4,
1,H06,F1_NTC,,,F1,,,,,F1,NTC,,4,
1,H07,G3B_3,,,G3,,,,,G3,CopyNumber,,4,
1,H08,G3_NTC,,,G3,,,,,G3,NTC,,4,
1,H09,D1_30C_1B_D3,3,30,D1,1,B,D,44,D1,D1,,4,
1,H10,D1_31C_2B_D3,3,31,D1,2,B,E,34,D1,D1,,4,
1,H11,G3_30C_1B_D3,3,30,G3,1,B,E,6,G3,G3,,4,
1,H12,G3_31C_2B_D3,3,31,G3,2,B,F,14,G3,G3,,4,
